CRIMEID,REPORTDATE,LATITUDE,LONGITUDE,ADDRESS,WARD,NEARESTINTKEY,NEARESTINTSTREETNAME,location_quality,location_error_type,severity_score,total_fatalities,total_major_injuries,total_minor_injuries,total_injuries,has_pedestrian,has_bicyclist,has_speeding,has_fatality,has_major_injury
56620634636,2024-06-07 22:13:00+00:00,38.88363,-76.957496,"MINNESOTA AVENUE SE & ELY PLACE SE
WASHINGTON,",WARD 7,b61cffc1a10801ed77464b3753e6905d,34TH ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56620651098,2024-06-08 02:49:00+00:00,38.869462,-76.982012,1700 16TH STREET SE,WARD 8,ce9b75f00a00ae2e6c2eeef0db4bdf2e,R ST SE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
56620718019,2024-06-08 02:11:00+00:00,38.917204,-77.023945,2000 9TH STREET NW,WARD 1,b907ceccaec5936b06ae7c3f52123bfd,FLORIDA AVE NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56620839965,2024-06-08 01:15:00+00:00,38.876021,-76.965896,2902 MINNESOTA AVENUE SE,WARD 7,006f9aee687206b22d7da90de4d48a0d,NELSON PL SE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
56620925901,2024-06-08 02:55:00+00:00,38.901342,-77.039194,1638 I STREET NW,WARD 2,c92445aa1ee6ecd6ed173f387c12b949,I ST NW,HIGH,NO_ERROR_FLAGGED,10.0,0.0,1.0,0.0,1.0,False,True,False,False,True
56620948262,2024-06-08 02:40:00+00:00,38.883839,-77.012287,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 2,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56621004954,2024-06-07 21:30:00+00:00,38.983834,-77.026285,7801 GEORGIA AVENUE NW,WARD 4,00874b1fa6f8ea85c52b6b93e6847596,KALMIA RD NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56621054215,2024-06-08 03:32:00+00:00,38.932454,-77.02372,3413 GEORGIA AVENUE NW,WARD 1,10c8af2c11f41a6929c2f1d6877fafbe,PARK RD NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56621112521,2024-06-07 22:55:00+00:00,38.962448,-77.027911,5935 GEORGIA AVENUE NW,WARD 4,b192305486f39c41ce08b6252667d036,PEABODY ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,True,False,False,False
56621113764,2024-06-07 21:00:00+00:00,38.978569,-77.022405,7304 BLAIR ROAD NW,WARD 4,d276af1ada959e4eec62d8da6300aa4d,FERN PL NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56621124881,2024-06-08 03:50:00+00:00,38.872872,-76.990613,1115 O STREET SE,WARD 6,5b97127c6aa9687c42fcfcf2d522ce9b,O ST SE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
56621584689,2024-06-08 05:00:00+00:00,38.95745,-77.034068,1409 LONGFELLOW STREET NW,WARD 4,ddfbbaafa6e76181dd47dad44ab7be45,14TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56621601639,2024-06-08 05:30:00+00:00,38.917001,-77.03478,1940 15TH STREET NW,WARD 2,e6e09304618d6867724677395892b175,U ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56621674230,2024-06-07 15:50:00+00:00,38.922633,-76.992425,938 RHODE ISLAND AVENUE NE,WARD 5,8df64fc67e4c1a9c0bf292ca4032d09c,10TH ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56621724763,2024-06-08 04:08:00+00:00,38.909641,-77.015888,1431 NEW JERSEY AVENUE NW,WARD 5,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
56621802353,2024-06-08 04:30:00+00:00,38.898301,-76.974171,2033 BENNING ROAD NE,WARD 7,6502678282234f56dc28ce8c7c348b84,21ST ST NE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
56621965302,2024-06-08 04:25:00+00:00,38.909217,-77.031952,1401 14TH STREET NW,WARD 2,da71c49f15e7dee01794bd68040916e4,RHODE ISLAND AVE NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,True,False,False,False,False
56622384157,2024-06-08 01:13:00+00:00,38.828563,-77.013514,199 CHESAPEAKE STREET SW,WARD 8,a394b7d84c89ed3579f6d0ad640b9994,2ND ST SW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56622703060,2024-06-08 04:59:00+00:00,38.908659,-77.005281,100 NEW YORK AVENUE NE,WARD 5,f58d995ee2327b19c0ff94910468b1cd,FLORIDA AVE NE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
56623301410,2024-06-04 14:00:00+00:00,38.915863,-77.031954,1908 14TH STREET NW,WARD 2,b3859c1b21d5b8092ae8387670a87bec,T ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56624518427,2024-06-08 04:00:00+00:00,38.900133,-76.946866,730 KENILWORTH AVENUE NE,WARD 7,d8ea864b08821604977078ff7b4e1d1f,HAYES ST NE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
56624740927,2024-06-08 06:30:00+00:00,38.877227,-76.992063,"11TH STREET SE
WASHINGTON,",WARD 6,cbeccfda5c67372f33e05ee4545a3faa,SOUTHEAST BLVD SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56624847006,2024-06-07 16:51:00+00:00,38.862498,-76.951359,3804 SUITLAND ROAD SE,WARD 7,88a2928c4ab4d061ed774e7b2eb9889d,38TH ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56624859460,2024-06-08 10:30:00+00:00,38.920715,-77.02789,2263 12TH STREET NW,WARD 1,c9961210931ba8a88aec1dd6046ffb0e,FLORIDA AVE NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56625391982,2024-06-08 09:45:00+00:00,38.896135,-77.018279,450 E STREET NW,WARD 6,9076c3ac6bab1d9ea287fc2ad4afff84,5TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56625529925,2024-06-07 18:00:00+00:00,38.864861,-76.989553,2200 MARTIN LUTHER KING JR AVENUE SE,WARD 8,2aa5714c10c839a1a138234d8cc359df,W ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56625572243,2024-06-08 12:30:00+00:00,38.926474,-77.00848,17 MICHIGAN AVENUE NE,WARD 5,816d283ccb3ed3a63194cababdfcfd09,GENTAIN CT NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56625661831,2024-06-08 12:35:00+00:00,38.887304,-77.028112,201 12TH STREET SW,WARD 2,e5cacb0b80c4f9e28d294958e95f077b,INDEPENDENCE AVE SW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,True,False,False
56625730612,2024-06-06 17:00:00+00:00,38.865542,-76.990553,2101 MARTIN LUTHER KING JR AVENUE SE,WARD 8,b9fdb535b85e1fd54c65be08103677f3,SHANNON PL SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56625744955,2024-06-08 12:20:00+00:00,38.908861,-76.937419,1400 KENILWORTH AVENUE NE,WARD 7,b4ef7e433b48835db32096a5caec55a9,ORD ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56625835543,2024-06-07 15:50:00+00:00,38.866807,-76.994958,1901 ANACOSTIA DRIVE SE,WARD 8,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56625854839,2024-06-08 12:05:00+00:00,38.880508,-76.980755,715 17TH STREET SE,WARD 6,6ab585217546311ee47be0f520bd85a3,H ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56625858691,2024-06-07 22:00:00+00:00,38.885593,-76.960035,301 33RD STREET SE,WARD 7,29342948c982c8ff7fb5859ce9c1bea7,C ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56626102878,2024-06-08 13:53:00+00:00,38.951874,-77.033727,5100 14TH STREET NW,WARD 4,a66e9b71974df85f36db33ed2c79e2a4,GALLATIN ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
56626228288,2024-06-03 19:00:00+00:00,38.910808,-76.935087,1537 KENILWORTH AVENUE NE,WARD 7,dfa930cc938839a58e1215f413646cf2,QUARLES ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,True,False,False
56626294167,2024-06-08 14:13:00+00:00,38.893579,-76.999511,"C STREET NE
WASHINGTON,",WARD 6,Route not found,ROUTE NOT FOUND,MEDIUM,FAR_FROM_CENTERLINE,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56626302962,2024-06-07 23:00:00+00:00,38.869873,-76.960456,3200 PENNSYLVANIA AVENUE SE,WARD 7,6873380eff8ced7da82f72ad1d229c1a,Q ST SE,HIGH,NO_ERROR_FLAGGED,10.0,0.0,1.0,0.0,1.0,True,False,False,False,True
56626324968,2024-06-08 14:45:00+00:00,38.913174,-77.009649,10 RANDOLPH PLACE NW,WARD 5,ff6834652eac867d2207268d1d07de75,RANDOLPH PL NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56626464381,2024-06-08 15:45:00+00:00,38.92946,-76.976224,3101 20TH STREET NE,WARD 5,b1b816d3c14baf7eac5e4b47a50be38f,IRVING ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56626693124,2024-06-08 15:30:00+00:00,38.876446,-76.964757,3000 MINNESOTA AVENUE SE,WARD 7,8b6ad05efa14e7967f39e3105d74d093,30TH ST SE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,True,False,False,False,False
56626723946,2024-06-08 14:34:00+00:00,38.9215,-77.041288,2358 CHAMPLAIN STREET NW,WARD 1,7e769a142682ca0c709f762d5e7323c7,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56627123805,2024-06-08 05:00:00+00:00,38.923983,-77.039043,2525 17TH STREET NW,WARD 1,bba219e2eba3d3d8b2f791d9295eca48,FULLER ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56627217150,2024-06-08 05:15:00+00:00,38.87932,-76.983663,1453 PENNSYLVANIA AVENUE SE,WARD 6,60b99cb00e6167203ea1a575beb0d63c,15TH ST SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56627558673,2024-06-08 03:00:00+00:00,38.863976,-76.995102,"INTERSTATE 295 INTERSTATE BN
WASHINGTON,",WARD 8,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,16.0,0.0,1.0,2.0,3.0,False,False,False,False,True
56627971549,2024-06-08 15:45:00+00:00,38.925765,-76.967509,2806 FRANKLIN STREET NE,WARD 5,df6b2e091878c2f7886617c8621515a5,28TH ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56628127720,2024-06-08 16:48:00+00:00,38.898955,-77.053475,"VIRGINIA AVENUE NW
WASHINGTON,",WARD 2,07bd60c2e25615a823ba1f9e7b2abe43,25TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,True,False,False
56628304018,2024-06-08 19:00:00+00:00,38.859073,-76.967519,2709 ALABAMA AVENUE SE,WARD 7,81daf17ef8cc579d9c4132587255070b,NAYLOR RD SE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
56628373852,2024-06-08 12:12:00+00:00,38.893163,-76.955841,248 KENILWORTH AVENUE NE,WARD 7,6d5d5743d771206574906a43e4a624ec,BAKER ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56628525952,2024-06-08 16:10:00+00:00,38.918336,-77.006882,100 V STREET NE,WARD 5,0521a99e1bbadb04d25fc2d9a631252f,LINCOLN RD NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56628592701,2024-06-08 20:00:00+00:00,38.843696,-76.994178,806 ALABAMA AVENUE SE,WARD 8,a54fb33e055b4e099531f0d2cdfe40f1,WHEELER RD SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56628693306,2024-06-08 15:30:00+00:00,38.900133,-76.946866,730 KENILWORTH AVENUE NE,WARD 7,d8ea864b08821604977078ff7b4e1d1f,HAYES ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56628752212,2024-06-08 16:37:00+00:00,38.900881,-77.029132,1250 I STREET NW,WARD 2,3397b12d67531d9983efd5d9ae530d47,I ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56629046623,2024-06-08 22:00:00+00:00,38.922683,-77.036488,"16TH STREET NW
WASHINGTON,",WARD 1,588ee53c8fa54b1f69b3ff9e18e3949f,KALORAMA RD NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
56629277299,2024-06-07 07:50:00+00:00,38.916775,-76.994211,905 BRENTWOOD ROAD NE,WARD 5,aeaba629934d0f9babffbc5042df55e2,9TH ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56629289936,2024-06-08 22:10:00+00:00,38.935759,-77.029315,3645 13TH STREET NW,WARD 1,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56629320260,2024-06-08 23:14:00+00:00,38.958931,-77.008696,5700 BLAIR ROAD NE,WARD 4,0c9a2d511764093e864c4408313e3544,MADISON ST NE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
56629433758,2024-06-08 21:30:00+00:00,38.883839,-77.012287,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 2,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,True,False,False
56629459048,2024-06-09 01:00:00+00:00,38.90354,-77.034575,1034 15TH STREET NW,WARD 2,e99d5a01581b966bcc14f66029621252,K ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,True,False,False,False,False
56629541432,2024-06-09 00:00:00+00:00,38.868528,-77.005936,"SOUTH CAPITOL STREET SE
WASHINGTON,",WARD 6,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56629606615,2024-06-08 23:10:00+00:00,38.868528,-77.005936,"SOUTH CAPITOL STREET SE
WASHINGTON,",WARD 6,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,9.0,0.0,0.0,3.0,3.0,False,False,False,False,False
56629792636,2024-06-09 01:15:00+00:00,38.908659,-77.005281,100 NEW YORK AVENUE NE,WARD 5,f58d995ee2327b19c0ff94910468b1cd,FLORIDA AVE NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56629826320,2024-06-09 22:30:00+00:00,38.906826,-77.005885,1275 1ST STREET NE,WARD 6,9570f0a3e7e4185c835b211ef17a6400,M ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56630049966,2024-06-09 02:00:00+00:00,38.929984,-77.025799,771 KENYON STREET NW,WARD 1,e3659eab37c7fb65f4a2598d56b359ef,SHERMAN AVE NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56630207296,2024-06-09 03:30:00+00:00,38.891871,-77.0219,"7TH STREET NW
WASHINGTON,",WARD 2,191ed8e0b8aad4293c9f0d15d87d204d,CONSTITUTION AVE NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56630318061,2024-06-08 10:45:00+00:00,38.919185,-77.031664,2201 14TH STREET NW,WARD 1,872a7a70204b9dc55227e7f6ac426abd,FLORIDA AVE NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,True,False,False,False
56630334340,2024-06-08 22:05:00+00:00,38.900869,-77.05013,2301 I STREET NW,WARD 2,8e1cd3bfad127895a602ea68540222db,I ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56779073552,2024-06-11 19:15:00+00:00,38.955954,-77.083641,5034 WISCONSIN AVENUE NW,WARD 3,bd8643a024c69781e12462098cd5f4e7,GARRISON ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,True,False,False,False,False
56779253457,2024-06-10 23:12:00+00:00,38.844584,-76.997443,3012 MARTIN LUTHER KING JR AVENUE SE,WARD 8,d507217c0b163192bdf6cd75d29c0dae,PARKLAND PL SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56780100985,2024-06-11 20:28:00+00:00,38.862209,-76.994747,1103 HOWARD ROAD SE,WARD 8,e822a06e965889ae8b84982952ca95ed,MARTIN LUTHER KING JR AVE SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False
56780252160,2024-06-11 19:00:00+00:00,38.911931,-76.934093,1631 KENILWORTH AVENUE NE,WARD 7,77050ae29b15ed057e551ded85d528dc,EASTERN AVE NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56780819673,2024-06-11 21:10:00+00:00,38.872956,-76.972505,2320 MINNESOTA AVENUE SE,WARD 8,63d546718ee0f42180a5afce1edefb03,MINNESOTA AVE SE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56782850308,2024-06-11 21:56:00+00:00,38.902522,-77.024893,900 MASSACHUSETTS AVENUE NW,WARD 2,4eacb8c761c857b6f0063f1e106b9d8c,9TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56783088251,2024-06-11 19:30:00+00:00,38.959335,-77.08069,5304 41ST STREET NW,WARD 3,e86d4cf35712aefff4fe4f2de145ebfd,JENIFER ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56783976044,2024-06-14 09:27:00+00:00,38.921806,-77.05051,"CONNECTICUT AVENUE NW
WASHINGTON,",WARD 1,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56784406104,2024-06-11 22:45:00+00:00,38.896107,-77.031707,"PENNSYLVANIA AVENUE NW
WASHINGTON,",WARD 2,03dc8234a2c3740142585db99c22af48,14TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56786443398,2024-06-11 23:03:00+00:00,38.879071,-76.962868,726 31ST STREET SE,WARD 7,e2e662d367998a6566be22eddaf0551c,MASSACHUSETTS AVE SE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,True,False,False,False
56791708427,2024-06-11 23:50:00+00:00,38.932736,-77.036791,3340 16TH STREET NW,WARD 1,8f7d38b87601413f9a755eb93d58dfe0,MONROE ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56632396609,2024-06-09 06:40:00+00:00,38.914683,-77.031282,1819 14TH STREET NW,WARD 1,ca515c1658a5965f20975a04084045ef,SWANN ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56632413362,2024-06-09 07:07:00+00:00,38.933787,-77.036455,3401 16TH STREET NW,WARD 1,36b72231a3c8e9f308d9c19eeac7762b,NEWTON ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56632428576,2024-06-09 06:05:00+00:00,38.883839,-77.012287,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 2,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56633079185,2024-06-08 14:37:00+00:00,38.833288,-77.014126,76 WESTOVER AVENUE SW,WARD 8,9ae8138c3d8e4eb28369324503565388,TYNDALL ST SW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56633679312,2024-06-09 08:45:00+00:00,38.901023,-77.032582,1400 I STREET NW,WARD 2,9c82b143451d141daf9c1946e579506e,I ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,True,False,False,False,False
56633727438,2024-06-09 07:37:00+00:00,38.883839,-77.012287,"INTERSTATE 395 INTERSTATE BN
WASHINGTON,",WARD 2,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56633824856,2024-06-08 19:00:00+00:00,38.938391,-76.978968,4001 SOUTH DAKOTA AVENUE NE,WARD 5,c98ab766829365c97330d8615e34da6d,RANDOLPH ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56634609813,2024-06-08 20:10:00+00:00,38.897168,-77.025982,1000 F STREET NW,WARD 2,fdfe162f4b15e58404611b747e8e8532,E ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56634688900,2024-06-09 08:20:00+00:00,38.924165,-77.022716,2600 GEORGIA AVENUE NW,WARD 1,b34e55c37eaa29d76b87ce31aaab7c92,EUCLID ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56634832175,2024-06-09 04:00:00+00:00,38.914022,-77.016634,414 FLORIDA AVENUE NW,WARD 5,ce6e2f4fe999a1e9a45563e5c4339d8c,RHODE ISLAND AVE NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56635506206,2024-06-09 05:54:00+00:00,38.938896,-77.01725,3816 4TH STREET NW,WARD 4,36715b524ffbb7497af366d9d93cdccd,RANDOLPH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56635507598,2024-06-09 07:48:00+00:00,38.832773,-77.014594,78 WESTOVER AVENUE SW,WARD 8,9ae8138c3d8e4eb28369324503565388,TYNDALL ST SW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56635569814,2024-06-07 12:00:00+00:00,38.892427,-76.951622,3820 MINNESOTA AVENUE NE,WARD 7,e65cecf30a2e03b26711d90716ea43ce,BLAINE ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56635608024,2024-06-09 14:20:00+00:00,38.886901,-77.013953,200 INDEPENDENCE AVENUE SW,WARD 2,0,,MEDIUM,INTERSECTING_ROUTE_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56635911945,2024-06-09 03:00:00+00:00,38.885351,-76.98035,1700 C STREET SE,WARD 6,cceffba5b1b43ead996b63153ceb3a22,17TH ST SE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,True,False,False,False,False
56635992875,2024-06-09 00:00:00+00:00,38.903737,-77.013024,100 L STREET NW,WARD 6,7130b7a3b07435f911c04e7285becf94,NEW JERSEY AVE NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56636034005,2024-06-09 01:32:00+00:00,38.9522,-77.009565,14 GALLATIN STREET NW,WARD 4,2a1eaeb17b60a7184db5e8a72061f849,GALLATIN ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56636070139,2024-06-08 19:20:00+00:00,38.902617,-77.021644,685 K STREET NW,WARD 2,a61fbbe87065492828e2e7c69924cb96,7TH ST NW,MEDIUM,BLOCKKEY_ERROR,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56636141993,2024-06-07 12:00:00+00:00,38.93227,-77.030007,3426 13TH STREET NW,WARD 1,5babfdc927495597514e8ed08e0042fa,LAMONT ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
56637715243,2024-06-09 16:00:00+00:00,38.869873,-76.960456,3200 PENNSYLVANIA AVENUE SE,WARD 7,6873380eff8ced7da82f72ad1d229c1a,Q ST SE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
56641196106,2024-06-09 19:25:00+00:00,38.925771,-76.997834,612 FRANKLIN STREET NE,WARD 5,3a457bdfda94663df01ab35a13b5c0c4,6TH ST NE,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,False,False,False,False
56645917624,2024-06-09 07:50:00+00:00,38.936093,-77.029728,3665 13TH STREET NW,WARD 1,423e83e0abf7cb21cf9f15505a49fc57,OTIS PL NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56646238089,2024-06-09 01:55:00+00:00,38.917569,-77.040416,1766 FLORIDA AVENUE NW,WARD 1,ec73d4c56a267420c4bb39b872486334,SEATON ST NW,HIGH,NO_ERROR_FLAGGED,3.0,0.0,0.0,1.0,1.0,False,True,False,False,False
56647231386,2024-06-08 21:30:00+00:00,38.909327,-76.986683,1701 WEST VIRGINIA AVENUE NE,WARD 5,f0871e8172730a88039b984d1545464f,RAUM ST NE,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56647266700,2024-06-07 18:30:00+00:00,38.890224,-77.032682,"MADISON DRIVE NW
WASHINGTON,",WARD 2,97202e7111006aed7957456c4be302d7,15TH ST NW,HIGH,NO_ERROR_FLAGGED,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False
56647309779,2024-06-09 08:00:00+00:00,38.880113,-76.926828,5100 SOUTHERN AVENUE SE,WARD 7,88e0d7fe30093fbd25319215211e2e7e,53RD ST SE,HIGH,NO_ERROR_FLAGGED,10.0,0.0,1.0,0.0,1.0,False,False,False,False,True
