CRIMEID,ADDRESS,WARD,severity_bucket,candidate_rank,candidate_intersectionkey,candidate_name,candidate_street_1,candidate_street_2,candidate_distance_m,true_nearestintkey,is_true_key
68497263867,3311 NEBRASKA AVENUE NW,WARD 3,minor,3,ffa7635e61dd50166d4fd2f0f3224375,MACOMB STREET NW AND 45TH STREET NW,MACOMB STREET NW,45TH STREET NW,125.0435515898522,d3148bb584caae71bdb94ff4f8244032,False
68497263867,3311 NEBRASKA AVENUE NW,WARD 3,minor,4,6967c70c229fa0bf0504c34d7ccb344b,FOXHALL ROAD NW AND NEBRASKA AVENUE NW,FOXHALL ROAD NW,NEBRASKA AVENUE NW,127.58719654584976,d3148bb584caae71bdb94ff4f8244032,False
68497263867,3311 NEBRASKA AVENUE NW,WARD 3,minor,5,54d6550bc6f0296445901cf45a48019a,45TH STREET NW AND NEWARK STREET NW,45TH STREET NW,NEWARK STREET NW,132.01008606893836,d3148bb584caae71bdb94ff4f8244032,False
58455625107,600 M STREET NW,WARD 2,pdo,1,7d944cc9b76329737b3f2a0d1a0d8b67,M STREET NW AND 6TH STREET NW,M STREET NW,6TH STREET NW,17.81641409573979,7d944cc9b76329737b3f2a0d1a0d8b67,True
58455625107,600 M STREET NW,WARD 2,pdo,2,e67768d809857376f8c6b7e670dcef5b,M STREET NW AND 5TH STREET NW,M STREET NW,5TH STREET NW,101.68750917979067,7d944cc9b76329737b3f2a0d1a0d8b67,False
58455625107,600 M STREET NW,WARD 2,pdo,3,95d0de0b7d911b9e9da2b7288f9eaf4b,MCCOLLOUGH COURT NW AND M STREET NW,MCCOLLOUGH COURT NW,M STREET NW,114.54616052999646,7d944cc9b76329737b3f2a0d1a0d8b67,False
58455625107,600 M STREET NW,WARD 2,pdo,4,002a63df7946db632a6be450338064c7,5TH STREET NW AND CROWDY COURT NW,5TH STREET NW,CROWDY COURT NW,130.08457596364156,7d944cc9b76329737b3f2a0d1a0d8b67,False
58455625107,600 M STREET NW,WARD 2,pdo,5,458d324068bd4ee3ef34bfb56245e306,5TH STREET NW AND RIDGE STREET NW,5TH STREET NW,RIDGE STREET NW,135.1809231398441,7d944cc9b76329737b3f2a0d1a0d8b67,False
69725695616,25 PEABODY STREET NW,WARD 4,pdo,1,8c8d1d90f0179ea39f80e265b1d9bfe4,PEABODY STREET NW AND BLAIR ROAD NW,PEABODY STREET NW,BLAIR ROAD NW,20.56573209395232,e31bb5b3aa23ca37aa8d777c29de2f93,False
69725695616,25 PEABODY STREET NW,WARD 4,pdo,2,9216d166969fc03084ca188e06bc2194,PEABODY STREET NW AND NORTH DAKOTA AVENUE NW,PEABODY STREET NW,NORTH DAKOTA AVENUE NW,42.292516432527755,e31bb5b3aa23ca37aa8d777c29de2f93,False
69725695616,25 PEABODY STREET NW,WARD 4,pdo,3,e31bb5b3aa23ca37aa8d777c29de2f93,KANSAS AVENUE NW AND PEABODY STREET NW,KANSAS AVENUE NW,PEABODY STREET NW,46.37246196077719,e31bb5b3aa23ca37aa8d777c29de2f93,True
69725695616,25 PEABODY STREET NW,WARD 4,pdo,4,ab42295ffdb452d830ff388388f2b1d2,BLAIR ROAD NW AND NORTH DAKOTA AVENUE NW,BLAIR ROAD NW,NORTH DAKOTA AVENUE NW,61.775654742198945,e31bb5b3aa23ca37aa8d777c29de2f93,False
69725695616,25 PEABODY STREET NW,WARD 4,pdo,5,94eedad1b250dc09aaa88ca852ecffa5,QUACKENBOS STREET NW AND BLAIR ROAD NW,QUACKENBOS STREET NW,BLAIR ROAD NW,114.57144820803741,e31bb5b3aa23ca37aa8d777c29de2f93,False
66909966033,2817 NORTH CAPITOL STREET NE,WARD 5,fatal,1,ad9fe99047ed2f7d8674d48c5866b586,NORTH CAPITOL STREET AND GIRARD STREET NE,NORTH CAPITOL STREET,GIRARD STREET NE,25.083971175664693,ad9fe99047ed2f7d8674d48c5866b586,True
66909966033,2817 NORTH CAPITOL STREET NE,WARD 5,fatal,2,64857604ab14a8e56daf8610fc9cc4c4,NORTH CAPITOL STREET NW AND UPPER SERVICE COURT NW,NORTH CAPITOL STREET NW,UPPER SERVICE COURT NW,55.83943516614013,ad9fe99047ed2f7d8674d48c5866b586,False
66909966033,2817 NORTH CAPITOL STREET NE,WARD 5,fatal,3,1da9269c5b42a420e9f2d680f92247e2,NORTH CAPITOL STREET AND FRANKLIN STREET NE,NORTH CAPITOL STREET,FRANKLIN STREET NE,85.0857865483329,ad9fe99047ed2f7d8674d48c5866b586,False
66909966033,2817 NORTH CAPITOL STREET NE,WARD 5,fatal,4,0c2b03cfe03960c431ed6e6990a48f86,MICHIGAN AVENUE NE AND MICHIGAN AVENUE NW,MICHIGAN AVENUE NE,MICHIGAN AVENUE NW,92.79133541683821,ad9fe99047ed2f7d8674d48c5866b586,False
66909966033,2817 NORTH CAPITOL STREET NE,WARD 5,fatal,5,816d283ccb3ed3a63194cababdfcfd09,MICHIGAN AVENUE NE AND GENTAIN COURT NE,MICHIGAN AVENUE NE,GENTAIN COURT NE,122.4581375988082,ad9fe99047ed2f7d8674d48c5866b586,False
64404741838,4400 NEW HAMPSHIRE AVENUE NW,WARD 4,pdo,1,fe19d6ef8495d66b3518a1ae7a4bd225,NEW HAMPSHIRE AVENUE NW AND WEBSTER STREET NW,NEW HAMPSHIRE AVENUE NW,WEBSTER STREET NW,38.63349377699672,fe19d6ef8495d66b3518a1ae7a4bd225,True
64404741838,4400 NEW HAMPSHIRE AVENUE NW,WARD 4,pdo,2,ac734e79917bb7bb56575ed90a261081,WEBSTER STREET NW AND 5TH STREET NW,WEBSTER STREET NW,5TH STREET NW,46.63952802650473,fe19d6ef8495d66b3518a1ae7a4bd225,False
64404741838,4400 NEW HAMPSHIRE AVENUE NW,WARD 4,pdo,3,cd0deb0e0b364bbb65e0b3ac01153327,GRANT CIRCLE NW AND NEW HAMPSHIRE AVENUE NW,GRANT CIRCLE NW,NEW HAMPSHIRE AVENUE NW,86.99586485798851,fe19d6ef8495d66b3518a1ae7a4bd225,False
64404741838,4400 NEW HAMPSHIRE AVENUE NW,WARD 4,pdo,4,eb04d0bd87aadf868d39d04d6f4d63d0,GRANT CIRCLE NW AND 5TH STREET NW,GRANT CIRCLE NW,5TH STREET NW,87.93639839921077,fe19d6ef8495d66b3518a1ae7a4bd225,False
64404741838,4400 NEW HAMPSHIRE AVENUE NW,WARD 4,pdo,5,638f9c199d1248138e13eefb6321f1a6,WEBSTER STREET NW AND ILLINOIS AVENUE NW,WEBSTER STREET NW,ILLINOIS AVENUE NW,96.35810962612966,fe19d6ef8495d66b3518a1ae7a4bd225,False
70267766737,306 N STREET NE,WARD 6,minor,1,223024723c6ab2645d8f5a31dde367c5,N STREET NE AND 3RD STREET NE,N STREET NE,3RD STREET NE,45.53720126373128,c020a4c96b19fd3c55741d3d71ad8142,False
70267766737,306 N STREET NE,WARD 6,minor,2,c020a4c96b19fd3c55741d3d71ad8142,N STREET NE AND FLORIDA AVENUE NE,N STREET NE,FLORIDA AVENUE NE,61.77119394535437,c020a4c96b19fd3c55741d3d71ad8142,True
70267766737,306 N STREET NE,WARD 6,minor,3,d5d7c855aeaa420429658f311f3d349f,3RD STREET NE AND FLORIDA AVENUE NE,3RD STREET NE,FLORIDA AVENUE NE,76.46439710284818,c020a4c96b19fd3c55741d3d71ad8142,False
70267766737,306 N STREET NE,WARD 6,minor,4,0d5e5000fedd3f13f32785b72619a20f,4TH STREET NE AND FLORIDA AVENUE NE,4TH STREET NE,FLORIDA AVENUE NE,88.87832159775779,c020a4c96b19fd3c55741d3d71ad8142,False
70267766737,306 N STREET NE,WARD 6,minor,5,1c726146cc8c54a1ac939c20a968dd92,MORSE STREET NE AND UNION STREET NE,MORSE STREET NE,UNION STREET NE,128.13129980286644,c020a4c96b19fd3c55741d3d71ad8142,False
59509008143,1728 MINNESOTA AVENUE SE,WARD 8,minor,1,255678d1143f46ffce75b35af0d462a4,18TH STREET SE AND MINNESOTA AVENUE SE,18TH STREET SE,MINNESOTA AVENUE SE,48.395223822483885,255678d1143f46ffce75b35af0d462a4,True
59509008143,1728 MINNESOTA AVENUE SE,WARD 8,minor,2,98704864e0fb89eb1e2f8a39445189e2,R STREET SE AND 17TH PLACE SE,R STREET SE,17TH PLACE SE,49.37319232332095,255678d1143f46ffce75b35af0d462a4,False
59509008143,1728 MINNESOTA AVENUE SE,WARD 8,minor,3,43612eae2b26d70fd4f0fb6e5dff139f,R STREET SE AND 18TH STREET SE,R STREET SE,18TH STREET SE,57.254408518579126,255678d1143f46ffce75b35af0d462a4,False
59509008143,1728 MINNESOTA AVENUE SE,WARD 8,minor,4,c9a61492cd5750b78ff8c3007aa8b5d0,MINNESOTA AVENUE SE AND R STREET SE,MINNESOTA AVENUE SE,R STREET SE,76.09720238238029,255678d1143f46ffce75b35af0d462a4,False
59509008143,1728 MINNESOTA AVENUE SE,WARD 8,minor,5,a779ef6b110966ca5095da5d558bb1cf,18TH STREET SE AND S STREET SE,18TH STREET SE,S STREET SE,105.62265835798449,255678d1143f46ffce75b35af0d462a4,False
54522746996,500 3RD STREET NW,WARD 6,minor,1,345ad465e44f960323dfcc4ec1751846,E STREET NW AND 3RD STREET NW,E STREET NW,3RD STREET NW,22.1695959639228,465eb0480579f45570e75a81203713a3,False
54522746996,500 3RD STREET NW,WARD 6,minor,2,465eb0480579f45570e75a81203713a3,4TH STREET NW AND E STREET NW,4TH STREET NW,E STREET NW,63.87727356151528,465eb0480579f45570e75a81203713a3,True
54522746996,500 3RD STREET NW,WARD 6,minor,3,50ec83396a03bf9577d8993b42627275,F STREET NW AND 3RD STREET NW,F STREET NW,3RD STREET NW,136.81706176156325,465eb0480579f45570e75a81203713a3,False
54522746996,500 3RD STREET NW,WARD 6,minor,4,86c13e1aeb79d6cb287329c3f3b995ed,INTERSTATE 395 NORTHBOUND AND RAMP TO 2ND STREET NW NORTHBOUND,INTERSTATE 395,2ND STREET NW,141.98761527243178,465eb0480579f45570e75a81203713a3,False
54522746996,500 3RD STREET NW,WARD 6,minor,5,501658560b1c49d8dd58bd3fe5eeef2d,4TH STREET NW AND F STREET NW,4TH STREET NW,F STREET NW,149.38250497900603,465eb0480579f45570e75a81203713a3,False
68348504958,1215 44TH STREET NE,WARD 7,minor,1,c6f507c0aff08a42bbd0accfc8e2fe13,44TH STREET NE AND MARNE PLACE NE,44TH STREET NE,MARNE PLACE NE,22.690640582889444,c6f507c0aff08a42bbd0accfc8e2fe13,True
68348504958,1215 44TH STREET NE,WARD 7,minor,2,069b040b4824078e0d1fd6fd0bd77fd3,MEADE STREET NE AND 44TH STREET NE,MEADE STREET NE,44TH STREET NE,61.600785074778514,c6f507c0aff08a42bbd0accfc8e2fe13,False
68348504958,1215 44TH STREET NE,WARD 7,minor,3,0ad8674e55ce28784e8b98aebf4c8ede,KENILWORTH AVENUE NE AND KENILWORTH AVENUE NE,KENILWORTH AVENUE NE,KENILWORTH AVENUE NE,88.33656979540066,c6f507c0aff08a42bbd0accfc8e2fe13,False
68348504958,1215 44TH STREET NE,WARD 7,minor,4,872b04191f586270af2fb11d75d51211,KENILWORTH AVENUE NE AND KENILWORTH AVENUE NE,KENILWORTH AVENUE NE,KENILWORTH AVENUE NE,91.62474308255382,c6f507c0aff08a42bbd0accfc8e2fe13,False
68348504958,1215 44TH STREET NE,WARD 7,minor,5,7ca718e96d2713b923359f94e86059e9,KENILWORTH AVENUE NE NORTHBOUND AND RAMP TO KENILWORTH AVENUE NE NORTHBOUND (1200 - 1300 BLOCK),KENILWORTH AVENUE NE,NASH STREET NE,97.90925878257704,c6f507c0aff08a42bbd0accfc8e2fe13,False
65740897352,2300 6TH STREET NW,WARD 1,major,1,1f7ccaf0af40b6c69c5d3c5ca2a1d567,6TH STREET NW AND HOWARD PLACE NW,6TH STREET NW,HOWARD PLACE NW,82.80473803606866,860113aaa6977bd396d416de7e582aa8,False
65740897352,2300 6TH STREET NW,WARD 1,major,2,bf0be029b41ab72b68b1a0497044f1a6,GEORGIA AVENUE NW AND HOWARD PLACE NW,GEORGIA AVENUE NW,HOWARD PLACE NW,88.65030052748057,860113aaa6977bd396d416de7e582aa8,False
65740897352,2300 6TH STREET NW,WARD 1,major,3,860113aaa6977bd396d416de7e582aa8,6TH STREET NW AND COLLEGE STREET NW,6TH STREET NW,COLLEGE STREET NW,93.41006725523899,860113aaa6977bd396d416de7e582aa8,True
65740897352,2300 6TH STREET NW,WARD 1,major,4,b49bdd0ac57dca0376007f1e4dd132c7,GEORGIA AVENUE NW AND BARRY PLACE NW,GEORGIA AVENUE NW,BARRY PLACE NW,101.93153228780584,860113aaa6977bd396d416de7e582aa8,False
65740897352,2300 6TH STREET NW,WARD 1,major,5,0366cfafa05d6d8b107e8d5b96c100ab,8TH STREET NW AND BARRY PLACE NW,8TH STREET NW,BARRY PLACE NW,169.91525963118204,860113aaa6977bd396d416de7e582aa8,False
63960896670,2001 14TH STREET NW,WARD 1,minor,1,1c17f0b62ba1344e3cc10c41da9f6285,14TH STREET NW AND U STREET NW,14TH STREET NW,U STREET NW,19.61687934134193,1c17f0b62ba1344e3cc10c41da9f6285,True
63960896670,2001 14TH STREET NW,WARD 1,minor,2,88e20e8b6c7d94b18b5d86ed1f07c1fe,WALLACH PLACE NW AND 14TH STREET NW,WALLACH PLACE NW,14TH STREET NW,81.35540098936637,1c17f0b62ba1344e3cc10c41da9f6285,False
63960896670,2001 14TH STREET NW,WARD 1,minor,3,d4c09a9144ee36c213a13b19bae1f9ac,PALOMA WAY NW AND TRETO WAY NW,PALOMA WAY NW,TRETO WAY NW,114.47237409809266,1c17f0b62ba1344e3cc10c41da9f6285,False
63960896670,2001 14TH STREET NW,WARD 1,minor,4,440cd5c413c6a3f6c6cc586c60883a32,V STREET NW AND 14TH STREET NW,V STREET NW,14TH STREET NW,125.36845724643123,1c17f0b62ba1344e3cc10c41da9f6285,False
63960896670,2001 14TH STREET NW,WARD 1,minor,5,14cf3575c2f86e27f05fd81d182ffeeb,HISTORIC WAVERLY ALLEY NW AND U STREET NW,HISTORIC WAVERLY ALLEY NW,U STREET NW,131.27516559290981,1c17f0b62ba1344e3cc10c41da9f6285,False
58349979582,3505 AMES STREET NE,WARD 7,minor,1,e55584537f5317d4f40f2791b50d25aa,AMES STREET NE AND 35TH STREET NE,AMES STREET NE,35TH STREET NE,50.598003628469016,e55584537f5317d4f40f2791b50d25aa,True
58349979582,3505 AMES STREET NE,WARD 7,minor,2,34ce0b87099193479617d65ea1603564,AMES STREET NE AND 36TH STREET NE,AMES STREET NE,36TH STREET NE,102.45525610977245,e55584537f5317d4f40f2791b50d25aa,False
58349979582,3505 AMES STREET NE,WARD 7,minor,3,0e9a5268b471d44d63ee43268e3a14d2,35TH STREET SE AND 35TH STREET NE,35TH STREET SE,35TH STREET NE,114.35330812499058,e55584537f5317d4f40f2791b50d25aa,False
58349979582,3505 AMES STREET NE,WARD 7,minor,4,3bb6903580c343ef73d51af636055a85,EAST CAPITOL STREET NE WESTBOUND AND RAMP FROM MINNESOTA AVENUE NE NORTHBOUND,EAST CAPITOL STREET,EAST CAPITOL STREET NE,141.48120258365026,e55584537f5317d4f40f2791b50d25aa,False
58349979582,3505 AMES STREET NE,WARD 7,minor,5,08f226145d4af4a0df31fd9796992cbe,RIDGE ROAD SE AND MINNESOTA AVENUE SE,RIDGE ROAD SE,MINNESOTA AVENUE SE,159.71065458468235,e55584537f5317d4f40f2791b50d25aa,False
63151831216,640 SOUTHERN AVENUE SE,WARD 8,pdo,1,0393399618d56d11948f536906242943,SOUTHERN AVENUE SE AND EAST MEADOWS COURT SE,SOUTHERN AVENUE SE,EAST MEADOWS COURT SE,52.639736216398795,0393399618d56d11948f536906242943,True
63151831216,640 SOUTHERN AVENUE SE,WARD 8,pdo,2,fcf150e3545864dcd5ba8600d658ba97,BONINI ROAD SE AND OWENS ROAD SE,BONINI ROAD SE,OWENS ROAD SE,62.70322007728862,0393399618d56d11948f536906242943,False
63151831216,640 SOUTHERN AVENUE SE,WARD 8,pdo,3,86d9a0dcbc0ecc2ea31ea6554888923d,ELMIRA STREET SE AND BONINI ROAD SE,ELMIRA STREET SE,BONINI ROAD SE,85.1526564405715,0393399618d56d11948f536906242943,False
63151831216,640 SOUTHERN AVENUE SE,WARD 8,pdo,4,824188a3fe0c9a167b8b8b08616e0f33,FORRESTER STREET SE AND BARNABY ROAD SE,FORRESTER STREET SE,BARNABY ROAD SE,92.03819937621392,0393399618d56d11948f536906242943,False
63151831216,640 SOUTHERN AVENUE SE,WARD 8,pdo,5,0d399e6157cc2d00473c34d0694c3823,BARNABY ROAD SE AND DARRINGTON STREET SE,BARNABY ROAD SE,DARRINGTON STREET SE,125.51728154066205,0393399618d56d11948f536906242943,False
64451882297,803 6TH STREET NW,WARD 6,minor,1,bd08e4a17093ab0aeeaddaf81163916b,H STREET NW AND 6TH STREET NW,H STREET NW,6TH STREET NW,43.60666319325343,bd08e4a17093ab0aeeaddaf81163916b,True
64451882297,803 6TH STREET NW,WARD 6,minor,2,46bf700526b2ad0bb17146ddd3bb5cac,5TH STREET NW AND H STREET NW,5TH STREET NW,H STREET NW,77.70029433912605,bd08e4a17093ab0aeeaddaf81163916b,False
64451882297,803 6TH STREET NW,WARD 6,minor,3,d09f923a0041880fea1e91821f79f5b1,I STREET NW AND 6TH STREET NW,I STREET NW,6TH STREET NW,79.78957564965397,bd08e4a17093ab0aeeaddaf81163916b,False
64451882297,803 6TH STREET NW,WARD 6,minor,4,3a4b2a7019cd6ae0d2e0484c38b7de93,I STREET NW AND 5TH STREET NW,I STREET NW,5TH STREET NW,102.2243894215318,bd08e4a17093ab0aeeaddaf81163916b,False
64451882297,803 6TH STREET NW,WARD 6,minor,5,2256dbd805c029c1b0ecead823b965ce,5TH STREET NW AND MASSACHUSETTS AVENUE NW,5TH STREET NW,MASSACHUSETTS AVENUE NW,125.68869753313398,bd08e4a17093ab0aeeaddaf81163916b,False
64862654699,718 14TH STREET NW,WARD 2,minor,1,7dd9d86bc7747c3efeba6b3a75bf00fb,14TH STREET NW AND NEW YORK AVENUE NW,14TH STREET NW,NEW YORK AVENUE NW,42.10590175599277,7dd9d86bc7747c3efeba6b3a75bf00fb,True
64862654699,718 14TH STREET NW,WARD 2,minor,2,73cc48060de19dced90b9b1055863420,G STREET NW AND 14TH STREET NW,G STREET NW,14TH STREET NW,77.54924019801649,7dd9d86bc7747c3efeba6b3a75bf00fb,False
64862654699,718 14TH STREET NW,WARD 2,minor,3,05be984db67ef3afd873746e2ad3c76a,H STREET NW AND 14TH STREET NW,H STREET NW,14TH STREET NW,132.3788794083524,7dd9d86bc7747c3efeba6b3a75bf00fb,False
64862654699,718 14TH STREET NW,WARD 2,minor,4,c3f9b2301018eae5c38b9708f25c8d37,NEW YORK AVENUE NW AND PENNSYLVANIA AVENUE NW,NEW YORK AVENUE NW,PENNSYLVANIA AVENUE NW,148.5781244181793,7dd9d86bc7747c3efeba6b3a75bf00fb,False
64862654699,718 14TH STREET NW,WARD 2,minor,5,c4a3b08a664293daf74f64c87c69ba49,G STREET NW AND 15TH STREET NW,G STREET NW,15TH STREET NW,165.86035007985507,7dd9d86bc7747c3efeba6b3a75bf00fb,False
60027385128,4318 14TH STREET NW,WARD 4,minor,1,beeb0b0aa4a799b34850851e905dede4,ARKANSAS AVENUE NW AND 14TH STREET NW,ARKANSAS AVENUE NW,14TH STREET NW,53.14601110629699,beeb0b0aa4a799b34850851e905dede4,True
60027385128,4318 14TH STREET NW,WARD 4,minor,2,5ed0743c796c45344d308f49481b998e,WEBSTER STREET NW AND 14TH STREET NW,WEBSTER STREET NW,14TH STREET NW,63.26607277280667,beeb0b0aa4a799b34850851e905dede4,False
60027385128,4318 14TH STREET NW,WARD 4,minor,3,bbc59890b97a342859e38ddda113be33,VARNUM STREET NW AND ARKANSAS AVENUE NW,VARNUM STREET NW,ARKANSAS AVENUE NW,72.70095081364022,beeb0b0aa4a799b34850851e905dede4,False
60027385128,4318 14TH STREET NW,WARD 4,minor,4,746813a2b8877c40b3365b722adcd537,VARNUM STREET NW AND 14TH STREET NW,VARNUM STREET NW,14TH STREET NW,82.68126800978479,beeb0b0aa4a799b34850851e905dede4,False
60027385128,4318 14TH STREET NW,WARD 4,minor,5,5d7e911310e04631a9f62edcc68fce1e,ARKANSAS AVENUE NW AND WEBSTER STREET NW,ARKANSAS AVENUE NW,WEBSTER STREET NW,103.92031140744736,beeb0b0aa4a799b34850851e905dede4,False
66249064616,812 JEFFERSON STREET NW,WARD 4,pdo,1,9be6c35893016a1f621eb9159f41ae35,JEFFERSON STREET NW AND 9TH STREET NW,JEFFERSON STREET NW,9TH STREET NW,71.66826710135504,2f80be18986d5cdacfad40e71e4bd55d,False
66249064616,812 JEFFERSON STREET NW,WARD 4,pdo,2,2f80be18986d5cdacfad40e71e4bd55d,JEFFERSON STREET NW AND 8TH STREET NW,JEFFERSON STREET NW,8TH STREET NW,95.71709642211248,2f80be18986d5cdacfad40e71e4bd55d,True
66249064616,812 JEFFERSON STREET NW,WARD 4,pdo,3,b4d58a6ee4fece185842174525d3e91b,INGRAHAM STREET NW AND 9TH STREET NW,INGRAHAM STREET NW,9TH STREET NW,101.4971845813845,2f80be18986d5cdacfad40e71e4bd55d,False
66249064616,812 JEFFERSON STREET NW,WARD 4,pdo,4,013d4fdbd6fb5997012c9d8e54f2bb2f,8TH STREET NW AND INGRAHAM STREET NW,8TH STREET NW,INGRAHAM STREET NW,119.70886532185203,2f80be18986d5cdacfad40e71e4bd55d,False
66249064616,812 JEFFERSON STREET NW,WARD 4,pdo,5,7c56ffb0b9cccc2950222294a4ee9ac7,INGRAHAM STREET NW AND ILLINOIS AVENUE NW,INGRAHAM STREET NW,ILLINOIS AVENUE NW,130.20798391143097,2f80be18986d5cdacfad40e71e4bd55d,False
63299206209,"CONNECTICUT AVENUE NW
WASHINGTON,",WARD 2,minor,1,d2b75576a4ed5a284de0fedc3d0e8eec,CONNECTICUT AVENUE NW AND 17TH STREET NW,CONNECTICUT AVENUE NW,17TH STREET NW,26.56874471171049,d2b75576a4ed5a284de0fedc3d0e8eec,True
63299206209,"CONNECTICUT AVENUE NW
WASHINGTON,",WARD 2,minor,2,85d9930e0539052b4001513959511122,K STREET NW AND 17TH STREET NW,K STREET NW,17TH STREET NW,59.634301941021825,d2b75576a4ed5a284de0fedc3d0e8eec,False
63299206209,"CONNECTICUT AVENUE NW
WASHINGTON,",WARD 2,minor,3,a7366cf0e29d734c4a5e5412ddef0373,17TH STREET NW AND L STREET NW,17TH STREET NW,L STREET NW,135.27706710211305,d2b75576a4ed5a284de0fedc3d0e8eec,False
63299206209,"CONNECTICUT AVENUE NW
WASHINGTON,",WARD 2,minor,4,3464fc96825e5d47fe8c4eaa058ccc3f,L STREET NW AND CONNECTICUT AVENUE NW,L STREET NW,CONNECTICUT AVENUE NW,141.55993474746376,d2b75576a4ed5a284de0fedc3d0e8eec,False
63299206209,"CONNECTICUT AVENUE NW
WASHINGTON,",WARD 2,minor,5,c92445aa1ee6ecd6ed173f387c12b949,I STREET NW AND 17TH STREET NW,I STREET NW,17TH STREET NW,146.81312201399663,d2b75576a4ed5a284de0fedc3d0e8eec,False
63206281097,"BLADENSBURG ROAD NE
WASHINGTON,",WARD 5,minor,1,04eab17816b0ebe7fe88f4688908ed7c,H STREET NE AND MARYLAND AVENUE NE,H STREET NE,MARYLAND AVENUE NE,3.658928193582905,04eab17816b0ebe7fe88f4688908ed7c,True
63206281097,"BLADENSBURG ROAD NE
WASHINGTON,",WARD 5,minor,2,cf268e50bac3582a4569156f96c2e01c,FLORIDA AVENUE NE AND H STREET NE,FLORIDA AVENUE NE,H STREET NE,58.471438427014355,04eab17816b0ebe7fe88f4688908ed7c,False
63206281097,"BLADENSBURG ROAD NE
WASHINGTON,",WARD 5,minor,3,12d50bd8defebc2bac254c70ea392c34,MORSE STREET NE AND MARYLAND AVENUE NE,MORSE STREET NE,MARYLAND AVENUE NE,90.48823410759695,04eab17816b0ebe7fe88f4688908ed7c,False
63206281097,"BLADENSBURG ROAD NE
WASHINGTON,",WARD 5,minor,4,12d50bd8defebc2bac254c70ea392c34,BLADENSBURG ROAD NE AND MORSE STREET NE,BLADENSBURG ROAD NE,MORSE STREET NE,90.48823414595161,04eab17816b0ebe7fe88f4688908ed7c,False
63206281097,"BLADENSBURG ROAD NE
WASHINGTON,",WARD 5,minor,5,37aa20d3a63ec5c0d75fc67a2a7c3d3e,G STREET NE AND GALES STREET NE,G STREET NE,GALES STREET NE,138.1527716972155,04eab17816b0ebe7fe88f4688908ed7c,False
56905532849,3700 JENIFER STREET NW,WARD 3,pdo,1,2c8aca140caac05fdb28f33cf4fb0e24,JENIFER STREET NW AND CHEVY CHASE PARKWAY NW,JENIFER STREET NW,CHEVY CHASE PARKWAY NW,25.347560748141134,2c8aca140caac05fdb28f33cf4fb0e24,True
56905532849,3700 JENIFER STREET NW,WARD 3,pdo,2,0cacc112899ffe72efa7134257f763d3,CHEVY CHASE PARKWAY NW AND INGOMAR PLACE NW,CHEVY CHASE PARKWAY NW,INGOMAR PLACE NW,48.534431161323525,2c8aca140caac05fdb28f33cf4fb0e24,False
56905532849,3700 JENIFER STREET NW,WARD 3,pdo,3,17acb9e251235a2b6550392d294fd366,CHEVY CHASE PARKWAY NW AND JOCELYN STREET NW,CHEVY CHASE PARKWAY NW,JOCELYN STREET NW,98.43298603109037,2c8aca140caac05fdb28f33cf4fb0e24,False
56905532849,3700 JENIFER STREET NW,WARD 3,pdo,4,dc3e85cfc45fbf5d9da8ff859af8eb4c,NEBRASKA AVENUE NW AND INGOMAR PLACE NW,NEBRASKA AVENUE NW,INGOMAR PLACE NW,146.0634039291555,2c8aca140caac05fdb28f33cf4fb0e24,False
56905532849,3700 JENIFER STREET NW,WARD 3,pdo,5,3e2521b1a3a85ef8dcee2e3ba23c3d8b,INGOMAR STREET NW AND CONNECTICUT AVENUE NW,INGOMAR STREET NW,CONNECTICUT AVENUE NW,157.74253659861344,2c8aca140caac05fdb28f33cf4fb0e24,False
55722407679,3830 MINNESOTA AVENUE NE,WARD 7,major,1,ec01c712c793d2d04ed5aed9d66a818e,MINNESOTA AVENUE NE AND CLAY PLACE NE,MINNESOTA AVENUE NE,CLAY PLACE NE,36.07505081497307,8d246f319933fcbc05fa14e6be83d00a,False
55722407679,3830 MINNESOTA AVENUE NE,WARD 7,major,2,779e6eed0966ee665757da232f3645bc,MINNESOTA AVENUE NE AND CLAY PLACE NE,MINNESOTA AVENUE NE,CLAY PLACE NE,59.971329850042004,8d246f319933fcbc05fa14e6be83d00a,False
55722407679,3830 MINNESOTA AVENUE NE,WARD 7,major,3,e65cecf30a2e03b26711d90716ea43ce,BLAINE STREET NE AND MINNESOTA AVENUE NE,BLAINE STREET NE,MINNESOTA AVENUE NE,64.43693170133932,8d246f319933fcbc05fa14e6be83d00a,False
55722407679,3830 MINNESOTA AVENUE NE,WARD 7,major,4,24c043a4895fa18e22b6c7934a63dd46,CLAY PLACE NE AND 36TH STREET NE,CLAY PLACE NE,36TH STREET NE,77.35207044738047,8d246f319933fcbc05fa14e6be83d00a,False
55722407679,3830 MINNESOTA AVENUE NE,WARD 7,major,5,a37365bd08410935e220636d1ac6f00d,ANACOSTIA ROAD NE AND MINNESOTA AVENUE NE,ANACOSTIA ROAD NE,MINNESOTA AVENUE NE,102.60876618344281,8d246f319933fcbc05fa14e6be83d00a,False
69713135811,"NEW YORK AVENUE NE
WASHINGTON,",WARD 5,minor,1,f58d995ee2327b19c0ff94910468b1cd,NEW YORK AVENUE NE AND FLORIDA AVENUE NE,NEW YORK AVENUE NE,FLORIDA AVENUE NE,58.42482989713318,f58d995ee2327b19c0ff94910468b1cd,True
